CustomerID,FullName,PhoneNumber,Email,IDNumber,Gender,UserID
f933079b-d869-4423-a5d5-fdc79ade750d,Phan Tuấn Phương,0856821384,phan.tuấn.phương421@yahoo.com,515624755734,Nữ,21479b3b-be4a-41e6-b80a-cbbc4d0ccd59
234060cf-4324-4b06-a582-21112a83d1ef,Phạm Hồng Hương,0748915388,phạm.hồng.hương128@hotmail.com,646327780634,Nữ,ed244213-342e-41bf-9bfb-5c9e49696de1
311fc024-3baf-4f06-854b-aa2945fb84be,Đỗ Đức Hương,0890442062,đỗ.đức.hương410@outlook.com,727730040263,Nữ,f4764fa3-6067-45fd-ae11-a6c69ffd5a08
4aff9b6a-d003-4f65-b8a7-c99473f58727,Nguyễn Quang Hùng,0309391181,nguyễn.quang.hùng366@yahoo.com,026661630497,Nữ,b9ab8cce-c14a-40b0-81b6-c04ac203a6fc
7b298f8a-b540-4c2f-b51a-3eb677642431,Lê Quang Hoàng,0904408726,lê.quang.hoàng166@hotmail.com,073458705281,Nữ,8886ea1d-55a3-4fdb-a55b-04db046e6818
62ec9d2d-5ee3-4d7b-8fea-7b87d53c674b,Nguyễn Thị Anh,0358009526,nguyễn.thị.anh724@gmail.com,846379025453,Nữ,8676bdd2-03be-4658-8548-1bbe25dfa9bc
5816465f-1067-4865-beee-9a31f40bec26,Võ Hữu Phương,0363734026,võ.hữu.phương569@yahoo.com,819780308863,Nam,2207d72a-7000-4584-a381-6797653192e8
c1cf0b58-4613-4705-a6f1-c74085d962e0,Phan Anh Đức,0851647217,phan.anh.đức354@hotmail.com,587655579967,Nữ,fa0b3a67-8f21-4b5f-af23-c9a6a77751b4
4c4fc92c-e7ce-4c01-9ebc-b7385d21f8b0,Đặng Hoàng Tú,0721120454,đặng.hoàng.tú897@hotmail.com,857606234757,Nam,fd674d99-e7d7-4360-b24c-a39cd50bcd26
ae73f29a-da83-48fa-bf28-88440491285e,Võ Tuấn Phương,0780194166,võ.tuấn.phương369@outlook.com,081429987552,Nữ,ef0065a6-5071-4a65-8cbf-435b48818a83
00a5e2b2-bee0-4e4c-982e-7cdd14fc520f,Huỳnh Đức Tú,0340516996,huỳnh.đức.tú303@gmail.com,441375338031,Nữ,b23e45d9-bf9e-42a4-a874-0e02d4ebda8d
8bce8fc1-4896-44ba-8758-fcbb59da20f0,Đỗ Hoàng Minh,0793311777,đỗ.hoàng.minh480@yahoo.com,853843761873,Nam,43989980-7071-4b94-bd51-2e23036ce240
dbbb7ecb-4dfd-4439-b1c3-133935a94295,Đỗ Đức Nam,0992394250,đỗ.đức.nam115@yahoo.com,587806591191,Nữ,d32f3973-87bf-4f30-9655-60d61decad85
4cb6d388-e061-425d-bfbe-3e1d78ac8b21,Phan Đức Nam,0938309787,phan.đức.nam570@yahoo.com,232800352483,Nữ,7519b597-3bb0-4cde-b412-a0379a537f82
13a5eccb-e68e-476a-abe1-605a705954af,Đặng Anh Đức,0343320274,đặng.anh.đức46@yahoo.com,303561501139,Nam,ec0558fe-fc80-4eac-ac2a-f2607d485d1a
7de32f3d-9374-47f1-b24a-cdad579e34eb,Huỳnh Văn Thảo,0881074566,huỳnh.văn.thảo589@outlook.com,627140305697,Nữ,6acfdaa8-6dce-4a4c-a0d0-1b730dacf649
29ffc5ac-54c7-4e5a-9231-f1a90a47705b,Vũ Hoàng Hương,0841783146,vũ.hoàng.hương847@outlook.com,313968959452,Nữ,99c8fa64-7be2-49be-9b22-fabf13870daf
fb9ca7de-c470-40c3-bb6c-f5600462a702,Võ Văn Hoàng,0983560904,võ.văn.hoàng753@hotmail.com,429639908599,Nam,acd8380d-c438-4228-8144-333bb8576db3
535a671c-9b94-412d-ac38-3f378b37126c,Võ Minh Tú,0920333096,võ.minh.tú515@hotmail.com,709764737696,Nam,b305855c-429e-4284-a4f7-f8b640e1ce51
19bb8092-c014-4346-bbb2-9b51d9e7e4d9,Phạm Hoàng Đức,0335127721,phạm.hoàng.đức172@hotmail.com,194771445971,Nam,b581e403-a4d9-49a6-a281-101a7dd471d6
b7cd1b34-a3c9-4a52-9c43-3cb91d570dc3,Phạm Anh Đức,0978599663,phạm.anh.đức719@hotmail.com,415080301076,Nữ,46a8c3e7-724b-44f1-b39f-916856fdd273
